type,release_year,year_added,genre_count,desc_length,duration
0,1981,2021.0,3,145,139.0
0,2021,2021.0,2,151,137.0
1,2021,2021.0,2,147,1.0
1,2021,2021.0,3,106,1.0
0,2021,2021.0,3,151,101.0
0,2019,2021.0,3,137,13.0
0,2015,2021.0,2,144,12.0
1,2021,2021.0,3,150,2.0
1,2021,2021.0,3,116,1.0
0,2020,2021.0,3,147,101.0
1,2021,2021.0,3,141,1.0
1,2021,2021.0,2,151,1.0
0,2019,2021.0,1,150,96.0
0,2012,2021.0,3,147,122.0
1,2021,2021.0,3,150,3.0
0,2018,2021.0,3,149,95.0
0,2019,2021.0,3,149,89.0
1,2021,2021.0,3,110,1.0
1,2021,2021.0,3,135,1.0
0,2016,2021.0,2,150,98.0
1,2020,2021.0,3,128,3.0
1,2021,2021.0,2,147,1.0
0,2021,2021.0,3,144,119.0
0,2020,2021.0,3,152,138.0
1,2020,2021.0,2,150,1.0
1,2021,2021.0,3,148,1.0
1,2021,2021.0,3,139,1.0
0,1972,2021.0,1,150,104.0
